60838.500011574074074	-7.087872E-13
60838.500034722222222	-5.635472E-13
60838.500057870370370	-4.408648E-13
60838.500081018518519	-3.951558E-13
60838.500104166666667	-4.113815E-13
60838.500127314814815	-3.757641E-13
60838.500150462962963	-2.511030E-13
60838.500173611111111	-1.531550E-13
60838.500196759259259	-1.157567E-13
60838.500219907407407	-7.934776967422E-14
60838.500243055555556	4.55115545944E-15
60838.500266203703704	1.628509E-13
60838.500289351851852	4.365116E-13
60838.500312500000000	6.967169E-13
60838.500335648148148	7.841775E-13
60838.500358796296296	6.498206E-13
60838.500381944444445	4.351265E-13
60838.500405092592593	3.221400E-13
60838.500428240740741	2.313155E-13
60838.500451388888889	1.062588E-13
60838.500474537037037	-1.023013E-13
60838.500497685185185	-2.307219E-13
60838.500520833333333	-2.471455E-13
60838.500543981481482	-3.490510E-13
60838.500567129629630	-5.481130E-13
60838.500590277777778	-7.804179E-13
60838.500613425925926	-8.744083E-13
60838.500636574074074	-8.670870E-13
60838.500659722222222	-8.482889E-13
60838.500682870370370	-7.184831E-13
60838.500706018518519	-3.961452E-13
60838.500729166666667	7.717112539274E-14
60838.500752314814815	5.154636E-13
60838.500775462962963	8.979554E-13
60838.500798611111111	1.150444E-12
60838.500821759259259	1.274115E-12
60838.500844907407407	1.230385E-12
60838.500868055555556	1.026376E-12
60838.500891203703704	7.074021E-13
60838.500914351851852	3.223379E-13
60838.500937500000000	5.401983114300E-14
60838.500960648148148	-4.808355319810E-14
60838.500983796296296	-2.552585963780E-14
60838.501006944444445	3.185787137566E-14
60838.501030092592593	7.341154593943E-14
60838.501053240740741	-1.681933672198E-14
60838.501076388888889	-2.700990E-13
60838.501099537037037	-4.648077E-13
60838.501122685185185	-5.299085E-13
60838.501145833333333	-4.481862E-13
60838.501168981481482	-3.910004E-13
60838.501192129629630	-2.900843E-13
60838.501215277777778	-5.401977693290E-14
60838.501238425925926	1.984683E-13
60838.501261574074074	2.918652E-13
60838.501284722222222	1.822426E-13
60838.501307870370370	1.681933672198E-14
60838.501331018518519	-7.895203588126E-14
60838.501354166666667	-1.145695E-13
60838.501377314814815	-1.563210E-13
60838.501400462962963	-3.280763E-13
60838.501423611111111	-5.787835E-13
60838.501446759259259	-7.131405E-13
60838.501469907407407	-7.291684E-13
60838.501493055555556	-6.098499E-13
60838.501516203703704	-4.003006E-13
60838.501539351851852	-1.612679E-13
60838.501562500000000	4.610483002321E-14
60838.501585648148148	7.202636924386E-14
60838.501608796296296	1.048737919424E-14
60838.501631944444445	-7.242215724693E-14
60838.501655092592593	-2.036131E-13
60838.501678240740741	-2.691096E-13
60838.501701388888889	-1.915427E-13
60838.501724537037037	-7.499453532137E-14
60838.501747685185185	6.52982442423E-15
60838.501770833333333	-3.067056157657E-14
60838.501793981481482	-1.476146E-13
60838.501817129629630	-2.431880E-13
60838.501840277777778	-3.110591E-13
60838.501863425925926	-2.303262E-13
60838.501886574074074	5.105171927561E-14
60838.501909722222222	4.072261E-13
60838.501932870370370	6.721804E-13
60838.501956018518519	6.943424E-13
60838.501979166666667	5.024039E-13
60838.502002314814815	2.257750E-13
60838.502025462962963	8.271161533457E-14
60838.502048611111111	1.420741E-13
60838.502071759259259	3.118506E-13
60838.502094907407407	3.725981E-13
60838.502118055555556	2.825651E-13
60838.502141203703704	2.420008E-13
60838.502164351851852	3.029461E-13
60838.502187500000000	2.572372E-13
60838.502210648148148	8.112868016275E-14
60838.502233796296296	-1.246611E-13
60838.502256944444445	-1.519678E-13
60838.502280092592593	-1.400953E-13
60838.502303240740741	-2.892928E-13
60838.502326388888889	-5.702749E-13
60838.502349537037037	-8.079225E-13
60838.502372685185185	-8.738147E-13
60838.502395833333333	-8.431442E-13
60838.502418981481482	-7.887286E-13
60838.502442129629630	-8.953831E-13
60838.502465277777778	-1.004412E-12
60838.502488425925926	-1.049527E-12
60838.502511574074074	-9.046832E-13
60838.502534722222222	-6.219202E-13
60838.502557870370370	-3.627043E-13
60838.502581018518519	-1.460315E-13
60838.502604166666667	1.108097988367E-14
60838.502627314814815	1.553317E-13
60838.502650462962963	2.829608E-13
60838.502673611111111	3.640895E-13
60838.502696759259259	2.952291E-13
60838.502719907407407	1.695787E-13
60838.502743055555556	7.736899228922E-14
60838.502766203703704	1.640382E-13
60838.502789351851852	3.061122E-13
60838.502812500000000	2.989887E-13
60838.502835648148148	1.695787E-13
60838.502858796296296	5.026014326948E-14
60838.502881944444445	-1.939171479642E-14
60838.502905092592593	-5.777941059631E-14
60838.502928240740741	-1.078417E-13
60838.502951388888889	-1.725468E-13
60838.502974537037037	-1.951045E-13
60838.502997685185185	-1.452400E-13
60838.503020833333333	4.076220697785E-14
60838.503043981481482	2.273581E-13
60838.503067129629630	3.150166E-13
60838.503090277777778	2.896886E-13
60838.503113425925926	1.786809E-13
60838.503136574074074	2.374500335939E-14
60838.503159722222222	-1.337633E-13
60838.503182870370370	-2.855332E-13
60838.503206018518519	-4.721291E-13
60838.503229166666667	-7.281790E-13
60838.503252314814815	-9.529646E-13
60838.503275462962963	-1.045174E-12
60838.503298611111111	-9.810628E-13
60838.503321759259259	-7.285747E-13
60838.503344907407407	-3.929792E-13
60838.503368055555556	-8.746063769050E-14
60838.503391203703704	9.300112763233E-14
60838.503414351851852	2.291390E-13
60838.503437500000000	4.469990E-13
60838.503460648148148	6.523930E-13
60838.503483796296296	8.041628E-13
60838.503506944444445	8.186077E-13
